Hex Color,Category
#7d8e87,Gray
#000080,Dark-Blue
#000068,Dark-Blue
#ffbcc8,Pink
#ffff33,Yellow
#ffe5b4,Peach
#006e00,Dark-Green
#6e957c,Gray
#ffa400,Orange
#1c131c,Black
#f6f9d0,Cream
#c9d5da,White
#ff9d00,Orange
#6c758b,Gray
#1a8622,Green
#000083,Dark-Blue
#ffd93f,Gold
#ffa6a6,Light-Red
#d5f5d7,White
#686d8e,Gray
#ffe4b4,Peach
#7c7f80,Gray
#ffb0b8,Light-Red
#ffac84,Light-Red
#ffddb4,Peach
#b3aec4,Light-Gray
#8116ba,Purple
#8d9480,Gray
#ff9c00,Orange
#877d7e,Gray
#ff9400,Orange
#ff8d00,Orange
#ff8e00,Orange
#ff5b39,Red
#ff2e2d,Red
#921100,Dark-Red
#4a270b,Dark-Brown
#9b2106,Dark-Red
#07830a,Green
#007c00,Dark-Green
#e4f3d6,White
#ffe1b4,Peach
#b5c1b3,Light-Gray
#957186,Gray
#007900,Dark-Green
#006e00,Dark-Green
#a0160d,Dark-Red
#5d4f63,Dark-Gray
#312e1e,Black
#ffdab4,Peach
#c0c4c3,Light-Gray
#ffa5b1,Light-Red
#00007f,Dark-Blue
#95f595,Light-Green
#000073,Dark-Blue
#ff3903,Red
#ffdcb4,Peach
#97f797,Light-Green
#798594,Gray
#ffa200,Orange
#babaa2,Light-Gray
#9f049e,Purple
#bdc5ad,Light-Gray
#b3b8a3,Light-Gray
#108311,Green
#138104,Green
#fbf7d0,Cream
#0000d9,Blue
#000074,Dark-Blue
#168811,Green
#000087,Dark-Blue
#401e0f,Dark-Brown
#553747,Dark-Gray
#9c4e2b,Brown
#f7fdd0,Cream
#ff211d,Red
#ffe5b4,Peach
#ffa28a,Light-Red
#b9ecf5,Light-Blue
#9db397,Light-Gray
#57270f,Dark-Brown
#0000e8,Blue
#4c4f5c,Dark-Gray
#b6dcea,Light-Blue
#924e1c,Brown
#ffdfb4,Peach
#8e2a07,Dark-Red
#94fb90,Light-Green
#198712,Green
#5f4a48,Dark-Gray
#20231a,Black
#ffa595,Light-Red
#ffe3b4,Peach
#4a240b,Dark-Brown
#007300,Dark-Green
#302932,Black
#f8fbd0,Cream
#1b8322,Green
#98f491,Light-Green
#ff2433,Red
#ffa500,Orange
#ffbac4,Pink
#ffb9c9,Pink
#006e00,Dark-Green
#ffdb36,Gold
#faf8d0,Cream
#006900,Dark-Green
#0000d3,Blue
#951021,Dark-Red
#0000ea,Blue
#e6c9d1,White
#1d1728,Black
#ffb47b,Light-Red
#9a1b07,Dark-Red
#12891d,Green
#994b16,Brown
#ffe3b4,Peach
#ffff2a,Yellow
#b1e3f5,Light-Blue
#615639,Dark-Gray
#b9e3ee,Light-Blue
#007500,Dark-Green
#addcf7,Light-Blue
#fef5d0,Cream
#ff232a,Red
#ffae81,Light-Red
#05861b,Green
#1e831c,Green
#dcdbe0,White
#09020d,Black
#9a4c13,Brown
#90f398,Light-Green
#91452b,Brown
#364b4b,Dark-Gray
#000078,Dark-Blue
#ffff1e,Yellow
#ffe3b4,Peach
#007b00,Dark-Green
#ffb7c4,Pink
#068a1c,Green
#44270e,Dark-Brown
#ffa100,Orange
#171b1e,Black
#981813,Dark-Red
#96f198,Light-Green
#ffdab4,Peach
#ffbacb,Pink
#962821,Dark-Red
#0000fb,Blue
#ff8c00,Orange
#ff8c00,Orange
#fff6d0,Cream
#ffff52,Yellow
#ffbdc2,Pink
#cffade,White
#ffdbb4,Peach
#c0a8af,Light-Gray
#ff9200,Orange
#ffb08d,Light-Red
#148a11,Green
#ffa7a9,Light-Red
#ffb5c1,Light-Red
#92110b,Dark-Red
#890eea,Purple
#b1d9fe,Light-Blue
#8805e1,Purple
#fbf8d0,Cream
#00007f,Dark-Blue
#8c4716,Brown
#ffdfb4,Peach
#ffe1b4,Peach
#b5c2c6,Light-Gray
#93f891,Light-Green
#ffde0c,Gold
#ffb9c7,Pink
#9c9f98,Light-Gray
#006900,Dark-Green
#ffd838,Gold
#fef9d0,Cream
#ffdb02,Gold
#ff3834,Red
#0000cc,Blue
#00006d,Dark-Blue
#ffa2a4,Light-Red
#8900d5,Purple
#954e28,Brown
#335f4a,Dark-Gray
#21030e,Black
#63403a,Dark-Gray
#0000d2,Blue
#931d98,Purple
#21801b,Green
#ff9900,Orange
#ffd90b,Gold
#b8e4fd,Light-Blue
#0c8021,Green
#fff8d0,Cream
#98fa93,Light-Green
#ff1504,Red
#ff8d00,Orange
#006a00,Dark-Green
#007100,Dark-Green
#4d250d,Dark-Brown
#a42708,Dark-Red
#1f8b0a,Green
#90462d,Brown
#0000f2,Blue
#a9a098,Light-Gray
#ffbdc2,Pink
#2f181b,Black
#944b23,Brown
#8d4f15,Brown
#8f7a8d,Gray
#ffe2b4,Peach
#0000f9,Blue
#ffa100,Orange
#dcfbf3,White
#171913,Black
#fefdd0,Cream
#ffdbb4,Peach
#b99f9a,Light-Gray
#d7d7d5,White
#ff1702,Red
#9a4d2a,Brown
#b7e7f4,Light-Blue
#99292a,Dark-Red
#97f094,Light-Green
#ffe5b4,Peach
#0000de,Blue
#007400,Dark-Green
#934c24,Brown
#a50624,Dark-Red
#94f394,Light-Green
#b9eeed,Light-Blue
#e4e1f2,White
#000070,Dark-Blue
#ffa9a3,Light-Red
#0000d3,Blue
#ff171d,Red
#f7fcd0,Cream
#93f095,Light-Green
#7e7a7b,Gray
#9aadb9,Light-Gray
#905223,Brown
#ffd801,Gold
#052821,Black
#8c4616,Brown
#ffa9b6,Light-Red
#ffac7d,Light-Red
#ff9700,Orange
#f6fad0,Cream
#ffd807,Gold
#ffabc1,Light-Red
#ffff45,Yellow
#007c00,Dark-Green
#08200d,Black
#90020d,Dark-Red
#9f512b,Brown
#006c00,Dark-Green
#941d19,Dark-Red
#9e1ba9,Purple
#240220,Black
#697f82,Gray
#f8f6d0,Cream
#ffdeb4,Peach
#ffd83e,Gold
#007a00,Dark-Green
#ff8f00,Orange
#45270a,Dark-Brown
#c8d2f1,White
#ff8c00,Orange
#170400,Black
#ffa000,Orange
#098512,Green
#ffff64,Yellow
#f8f9d0,Cream
#bfe4f0,Light-Blue
#ff1b2b,Red
#ffdf58,Gold
#5b6155,Dark-Gray
#000072,Dark-Blue
#992005,Dark-Red
#adeef5,Light-Blue
#46443a,Dark-Gray
#ff9400,Orange
#1d8917,Green
#ffb7c2,Pink
#28051a,Black
#ffff2c,Yellow
#931f27,Dark-Red
#0000d7,Blue
#aec7b5,Light-Gray
#ebfdd8,White
#ffa4b5,Light-Red
#300f07,Black
#231c21,Black
#8e2319,Dark-Red
#ffd752,Gold
#a4afb5,Light-Gray
#ffff56,Yellow
#ffb8c7,Pink
#961b02,Dark-Red
#ffff4d,Yellow
#0000f3,Blue
#ffb7c8,Pink
#ffa297,Light-Red
#000070,Dark-Blue
#534955,Dark-Gray
#40200c,Dark-Brown
#0000e1,Blue
#ffdf3d,Gold
#f6f7d0,Cream
#281217,Black
#98f492,Light-Green
#006b00,Dark-Green
#0000cb,Blue
#41504f,Dark-Gray
#0000dd,Blue
#00006d,Dark-Blue
#ffa08f,Light-Red
#90f793,Light-Green
#ffddb4,Peach
#96fb90,Light-Green
#9a4816,Brown
#01820d,Green
#f6fcd0,Cream
#ffa6be,Light-Red
#007b00,Dark-Green
#ffe3b4,Peach
#b5ebf2,Light-Blue
#ff9800,Orange
#90fa90,Light-Green
#0000f2,Blue
#ffde22,Gold
#170211,Black
#ffb9c6,Pink
#93f995,Light-Green
#fffcd0,Cream
#0000d2,Blue
#000065,Dark-Blue
#ffa2a3,Light-Red
#8f5128,Brown
#8c511f,Brown
#ffda26,Gold
#93ee90,Light-Green
#f5f5d0,Cream
#000083,Dark-Blue
#fdfdd0,Cream
#ffe0b4,Peach
#ddfecd,White
#006c00,Dark-Green
#006f00,Dark-Green
#bab5a7,Light-Gray
#552a0e,Dark-Brown
#94776d,Gray
#ff1b2a,Red
#ff5910,Red
#a52812,Dark-Red
#04101b,Black
#8e898d,Gray
#ffaf99,Light-Red
#ffbac1,Pink
#0a8b14,Green
#ffab9a,Light-Red
#910ac8,Purple
#719392,Gray
#f7fad0,Cream
#ffdd2f,Gold
#038814,Green
#cbf4c9,White
#ff2805,Red
#9b1423,Dark-Red
#ffda2a,Gold
#93f395,Light-Green
#0000ef,Blue
#b5efec,Light-Blue
#26121f,Black
#9b4c27,Brown
#ffe5b4,Peach
#ffff5d,Yellow
#300b08,Black
#9f078c,Purple
#bbeeef,Light-Blue
#0000e3,Blue
#ffde4b,Gold
#006800,Dark-Green
#ff9c00,Orange
#97f892,Light-Green
#ffdae1,White
#ff9e00,Orange
#90f497,Light-Green
#000064,Dark-Blue
#ffb0a0,Light-Red
#ff9f00,Orange
#ffda48,Gold
#a01821,Dark-Red
#ffa500,Orange
#ffe1b4,Peach
#90512a,Brown
#ffdfb4,Peach
#ccdce6,White
#8b1c89,Purple
#add9f4,Light-Blue
#ffd819,Gold
#ffe4b4,Peach
#ffdf2a,Gold
#ff8d00,Orange
#ffb6c4,Pink
#8006b2,Purple
#ffdb0d,Gold
#0f8b1c,Green
#96f095,Light-Green
#ffdf04,Gold
#484636,Dark-Gray
#000073,Dark-Blue
#8c4f1b,Brown
#007300,Dark-Green
#253028,Black
#b1e1ea,Light-Blue
#8f4d1d,Brown
#4a4c60,Dark-Gray
#02830a,Green
#078301,Green
#45270c,Dark-Brown
#ffff2d,Yellow
#e9dbd3,White
#27181d,Black
#b4a6b6,Light-Gray
#ffde61,Gold
#8c4c2b,Brown
#bdaaae,Light-Gray
#964c1a,Brown
#f5ffc9,White
#930ebc,Purple
#ff202e,Red
#ffb6a6,Light-Red
#ffdb10,Gold
#bbe5ec,Light-Blue
#b4e3e6,Light-Blue
#9eb0c1,Light-Gray
#b6dae9,Light-Blue
#ffb9c9,Pink
#1f8705,Green
#ffabab,Light-Red
#fbf6d0,Cream
#faf6d0,Cream
#879171,Gray
#534b54,Dark-Gray
#ff9300,Orange
#ffdbb4,Peach
#9e16c0,Purple
#ffff1d,Yellow
#851e83,Purple
#fcfad0,Cream
#9605cb,Purple
#323e53,Dark-Gray
#f7fdd0,Cream
#b2ddf9,Light-Blue
#ffdfb4,Peach
#000064,Dark-Blue
#18890f,Green
#91fb91,Light-Green
#96fb94,Light-Green
#ff9a00,Orange
#5f3751,Dark-Gray
#0000df,Blue
#fbfbd0,Cream
#ffb6ad,Light-Red
#ffbbc2,Pink
#4a3f38,Dark-Gray
#4a2c0a,Dark-Brown
#964713,Brown
#77948e,Gray
#ff161d,Red
#ffb6cb,Pink
#007500,Dark-Green
#93f195,Light-Green
#97f298,Light-Green
#faf4fe,White
#94f295,Light-Green
#ffdb59,Gold
#cde8ff,White
#ff5a43,Red
#ff4d44,Red
#fff6d0,Cream
#dbefec,White
#006500,Dark-Green
#ffdcb4,Peach
#975023,Brown
#ffff4a,Yellow
#118a0a,Green
#cefdf4,White
#060f24,Black
#d6f8d9,White
#fcf5d0,Cream
#0000d8,Blue
#000072,Dark-Blue
#007000,Dark-Green
#fcfbd0,Cream
#006b00,Dark-Green
#1a8015,Green
#8d2017,Dark-Red
#ffdf5c,Gold
#00008a,Dark-Blue
#04002f,Black
#974629,Brown
#128b14,Green
#ff5a38,Red
#ffdb3f,Gold
#666596,Gray
#ff0f33,Red
#a0160c,Dark-Red
#ffbbc8,Pink
#007d00,Dark-Green
#006600,Dark-Green
#ffdd09,Gold
#f9fbd0,Cream
#a5112a,Dark-Red
#927382,Gray
#0000ee,Blue
#007800,Dark-Green
#006f00,Dark-Green
#86747f,Gray
#ff9b00,Orange
#4c4446,Dark-Gray
#f6f8d0,Cream
#ffa100,Orange
#000075,Dark-Blue
#fcdad8,White
#000085,Dark-Blue
#ffb9c9,Pink
#545241,Dark-Gray
#ffa196,Light-Red
#ffe3b4,Peach
#ade8e8,Light-Blue
#ffe1b4,Peach
#007500,Dark-Green
#d3e5e5,White
#ffb8c7,Pink
#94f394,Light-Green
#8e4a27,Brown
#000074,Dark-Blue
#994d1a,Brown
#5a3345,Dark-Gray
#068111,Green
#198b09,Green
#ff2509,Red
#000076,Dark-Blue
#f3f6cb,White
#ff8d00,Orange
#ffff35,Yellow
#8a1f93,Purple
#aedcff,Light-Blue
#ffff4a,Yellow
#ffa297,Light-Red
#018409,Green
#ff8f00,Orange
#ffdb0f,Gold
#ffff17,Yellow
#fbf9d0,Cream
#ffb8c8,Pink
#ffff46,Yellow
#95ef95,Light-Green
#000086,Dark-Blue
#404e53,Dark-Gray
#911409,Dark-Red
#ffb8cb,Pink
#ffc0c6,Pink
#0000ed,Blue
#7e918f,Gray
#f8d5fe,White
#668190,Gray
#415e49,Dark-Gray
#a01105,Dark-Red
#fdf8d0,Cream
#ff8c00,Orange
#0000ee,Blue
#006d00,Dark-Green
#006700,Dark-Green
#918391,Gray
#492a0d,Dark-Brown
#ffddb4,Peach
#944a1a,Brown
#0000f1,Blue
#000074,Dark-Blue
#91f091,Light-Green
#007e00,Dark-Green
#94f698,Light-Green
#93ee95,Light-Green
#5a280f,Dark-Brown
#4d2a0d,Dark-Brown
#d9e7e3,White
#dedbc9,White
#7b7394,Gray
#faf5d0,Cream
#ff9100,Orange
#ffdbb4,Peach
#97b1b3,Light-Gray
#a5191e,Dark-Red
#ffdeb4,Peach
#ff2c12,Red
#ffadbb,Light-Red
#ffff24,Yellow
#007500,Dark-Green
#f6f7d0,Cream
#a04b16,Brown
#ffbdc5,Pink
#178621,Green
#ffde5c,Gold
#ffb6cb,Pink
#9508b0,Purple
#b4ebe7,Light-Blue
#ff9600,Orange
#8b0015,Dark-Red
#ffdb01,Gold
#bb99ae,Light-Gray
#fefbd0,Cream
#ffddb4,Peach
#8f138c,Purple
#ff2808,Red
#92f994,Light-Green
#181028,Black
#a00403,Dark-Red
#ffdbb4,Peach
#ffbcc2,Pink
#605e39,Dark-Gray
#ff4212,Red
#a41419,Dark-Red
#bbeffd,Light-Blue
#007000,Dark-Green
#00007b,Dark-Blue
#c1c897,Light-Gray
#ff4429,Red
#ffb5a5,Light-Red
#007f00,Dark-Green
#ffe5b4,Peach
#957d83,Gray
#ffbac5,Pink
#0000e7,Blue
#914c15,Brown
#31171d,Black
#0a840f,Green
#000085,Dark-Blue
#ffa300,Orange
#433c38,Dark-Gray
#ffbec2,Pink
#ffdc08,Gold
#ffdcb4,Peach
#8e4d2a,Brown
#0000ef,Blue
#97fb94,Light-Green
#9f210f,Dark-Red
#ffff38,Yellow
#493e5b,Dark-Gray
#ff9200,Orange
#0c831e,Green
#9a192a,Dark-Red
#0000e1,Blue
#ffaaa8,Light-Red
#ffdc34,Gold
#ffb7c2,Pink
#000064,Dark-Blue
#fcf9d0,Cream
#0000da,Blue
#45260f,Dark-Brown
#00007a,Dark-Blue
#000086,Dark-Blue
#ff9e00,Orange
#b0baa2,Light-Gray
#9f492d,Brown
#9205d1,Purple
#006b00,Dark-Green
#f5f6d0,Cream
#ff531b,Red
#006d00,Dark-Green
#97ee91,Light-Green
#902825,Dark-Red
#ffdfb4,Peach
#b5e9fa,Light-Blue
#90758b,Gray
#ffff5a,Yellow
#b59c96,Light-Gray
#955216,Brown
#ffdfb4,Peach
#ffb9c5,Pink
#ff9e00,Orange
#bdd9f4,Light-Blue
#402b0d,Dark-Brown
#007200,Dark-Green
#90f295,Light-Green
#ffde43,Gold
#ff8d00,Orange
#92f995,Light-Green
#ff9100,Orange
#9a481e,Brown
#0000e3,Blue
#70668a,Gray
#006e00,Dark-Green
#0000fd,Blue
#09122e,Black
#906a69,Gray
#30202b,Black
#ff9100,Orange
#ffff5c,Yellow
#ffd71f,Gold
#ffff52,Yellow
#ffe0b4,Peach
#b0d9e6,Light-Blue
#290d1f,Black
#aa9b9a,Light-Gray
#00006c,Dark-Blue
#faf5d0,Cream
#93f691,Light-Green
#abb1c3,Light-Gray
#f6f7d0,Cream
#b1a6c7,Light-Gray
#950024,Dark-Red
#3d200b,Dark-Brown
#023200,Black
#0f2515,Black
#ffdd3e,Gold
#ffb6c1,Pink
#ffde22,Gold
#007800,Dark-Green
#ffb6c8,Pink
#000066,Dark-Blue
#adecea,Light-Blue
#fefad0,Cream
#b2e3f3,Light-Blue
#a7a3c1,Light-Gray
#91f998,Light-Green
#0000cb,Blue
#aac2ab,Light-Gray
#90898a,Gray
#fcfcd0,Cream
#0000d5,Blue
#915013,Brown
#d2e2da,White
#ffbac2,Pink
#91f998,Light-Green
#0c1627,Black
#000074,Dark-Blue
#9a461b,Brown
#ffd824,Gold
#ffff3b,Yellow
#c79ab8,Light-Gray
#ff0845,Red
#ffdab4,Peach
#ff9100,Orange
#6a6688,Gray
#974a16,Brown
#d4c8fc,White
#d1f7ee,White
#f8f5d0,Cream
#fbf2d1,White
#ffb6c2,Pink
#3f210c,Dark-Brown
#0000cf,Blue
#98511a,Brown
#228009,Green
#000087,Dark-Blue
#ff5936,Red
#000069,Dark-Blue
#ffa89e,Light-Red
#21821a,Green
#7b868a,Gray
#0000e9,Blue
#faf5d0,Cream
#ffb292,Light-Red
#bee8fc,Light-Blue
#ffdeb4,Peach
#0000ca,Blue
#000068,Dark-Blue
#ff9400,Orange
#ff601d,Red
#93fa95,Light-Green
#ffff10,Yellow
#ffdf3d,Gold
#54324f,Dark-Gray
#ffff3f,Yellow
#011b16,Black
#5a2d0b,Dark-Brown
#8f0a20,Dark-Red
#9f1508,Dark-Red
#ff3b06,Red
#b3dff1,Light-Blue
#baedfd,Light-Blue
#ffa7ae,Light-Red
#ffdab4,Peach
#ffa400,Orange
#bce3fb,Light-Blue
#373c44,Dark-Gray
#890b8b,Purple
#95ee96,Light-Green
#810481,Purple
#000086,Dark-Blue
#008a0b,Green
#96fb97,Light-Green
#483f45,Dark-Gray
#9f1d2a,Dark-Red
#ffd806,Gold
#ffbdc7,Pink
#3e280f,Dark-Brown
#bda2ac,Light-Gray
#000064,Dark-Blue
#5a240e,Dark-Brown
#ff8c00,Orange
#ffdcb4,Peach
#000078,Dark-Blue
#006600,Dark-Green
#00006f,Dark-Blue
#aed9ef,Light-Blue
#ffff08,Yellow
#ffe5b4,Peach
#0000cd,Blue
#ffda62,Gold
#ff130c,Red
#4a280d,Dark-Brown
#baece6,Light-Blue
#ffff49,Yellow
#402d0e,Dark-Brown
#ffdf36,Gold
#ff0033,Red
#8b1f0e,Dark-Red
#d1e7ec,White
#ff521b,Red
#1e300a,Black
#c3c1b0,Light-Gray
#000070,Dark-Blue
#c3a9be,Light-Gray
#f6f6d0,Cream
#0c8000,Green
#a69bbc,Light-Gray
#ffda61,Gold
#98f694,Light-Green
#8e4517,Brown
#ffdab4,Peach
#95f092,Light-Green
#9e06be,Purple
#493b3d,Dark-Gray
#006b00,Dark-Green
#93f997,Light-Green
#000077,Dark-Blue
#007900,Dark-Green
#ff9800,Orange
#ffff26,Yellow
#994924,Brown
#fffbd0,Cream
#ffd911,Gold
#06840b,Green
#a6c3ae,Light-Gray
#ff9c00,Orange
#ffddb4,Peach
#0a0d28,Black
#007f00,Dark-Green
#96ef90,Light-Green
#3f2b0d,Dark-Brown
#9000e8,Purple
#b3bbc8,Light-Gray
#b8daf2,Light-Blue
#1b0b01,Black
#8105af,Purple
#ffdd42,Gold
#f6f8d0,Cream
#b4daf3,Light-Blue
#ffe5b4,Peach
#faf7d0,Cream
#ffaf97,Light-Red
#857870,Gray
#10020c,Black
#95ef98,Light-Green
#395d45,Dark-Gray
#ffddb4,Peach
#ffe3b4,Peach
#fff5d0,Cream
#8b0fc5,Purple
#fef9d0,Cream
#ffbdc2,Pink
#ff2c33,Red
#ffdbb4,Peach
#ff9600,Orange
#ffbac7,Pink
#944b2a,Brown
#ffa400,Orange
#ffff0c,Yellow
#00007a,Dark-Blue
#4d1f0e,Dark-Brown
#b8e2ec,Light-Blue
#ff2422,Red
#ffdbb4,Peach
#adedf6,Light-Blue
#ffdd42,Gold
#d9d0f2,White
#ffc0c1,Pink
#c0abaf,Light-Gray
#ffa400,Orange
#523c4c,Dark-Gray
#fdfdd0,Cream
#ffdd15,Gold
#8d707a,Gray
#0000d5,Blue
#91f091,Light-Green
#088804,Green
#ffd845,Gold
#000072,Dark-Blue
#ffe1b4,Peach
#006900,Dark-Green
#ffbcca,Pink
#b8e2e6,Light-Blue
#ff583a,Red
#ffb8c6,Pink
#ffac9d,Light-Red
#ffda3c,Gold
#0000cf,Blue
#fefdd0,Cream
#d8fcea,White
#1c8815,Green
#ffda12,Gold
#94f896,Light-Green
#960d00,Dark-Red
#bcb7a8,Light-Gray
#ffbbc7,Pink
#098a06,Green
#ffdb4d,Gold
#bee7e9,Light-Blue
#0000e5,Blue
#0d8822,Green
#8d4928,Brown
#b2dfe8,Light-Blue
#132e06,Black
#006400,Dark-Green
#63513b,Dark-Gray
#a41e21,Dark-Red
#592a0b,Dark-Brown
#007b00,Dark-Green
#ffbfca,Pink
#048919,Green
#08830d,Green
#ffff13,Yellow
#007600,Dark-Green
#9c4926,Brown
#8f6980,Gray
#007300,Dark-Green
#000085,Dark-Blue
#ffdfb4,Peach
#8d8181,Gray
#b3d8e7,Light-Blue
#7d7c7b,Gray
#0000ff,Blue
#ff3f35,Red
#ded7ef,White
#968c6c,Gray
#058219,Green
#ffe1b4,Peach
#954d1e,Brown
#000074,Dark-Blue
#f6fad0,Cream
#006b00,Dark-Green
#a0bfb8,Light-Gray
#ffff3c,Yellow
#ffdc66,Gold
#f6d4dd,White
#9d08a3,Purple
#ffd744,Gold
#ffa6b3,Light-Red
#9d5126,Brown
#000069,Dark-Blue
#8b4d1e,Brown
#d9d2da,White
#ff400c,Red
#8d481d,Brown
#0000f1,Blue
#442c0b,Dark-Brown
#951991,Purple
#96ee95,Light-Green
#6b6581,Gray
#b5dbef,Light-Blue
#8114f0,Purple
#92270f,Dark-Red
#a006c6,Purple
#d7f3d5,White
#ffff0a,Yellow
#ff9200,Orange
#5c3f53,Dark-Gray
#fff9d0,Cream
#ff3d23,Red
#ff5517,Red
#904b29,Brown
#007700,Dark-Green
#ffa5af,Light-Red
#0000ed,Blue
#9a5217,Brown
#6c8c7b,Gray
#b7dcfe,Light-Blue
#1d8721,Green
#0000f5,Blue
#ffb0b2,Light-Red
#ffbfc4,Pink
#b39fbb,Light-Gray
#006800,Dark-Green
#ffa391,Light-Red
#ff5411,Red
#ff5143,Red
#b4a1ba,Light-Gray
#552b0a,Dark-Brown
#0000f5,Blue
#af97ba,Light-Gray
#ffe1b4,Peach
#29092f,Black
#ffe5b4,Peach
#ffa491,Light-Red
#007600,Dark-Green
#552b0c,Dark-Brown
#9c1c01,Dark-Red
#ffbac7,Pink
#9b080f,Dark-Red
#8f2617,Dark-Red
#ff8d00,Orange
#006d00,Dark-Green
#170706,Black
#b3afba,Light-Gray
#e4fdfc,White
#fef9d0,Cream
#5a575e,Dark-Gray
#0000db,Blue
#9a4e1b,Brown
#ff1733,Red
#43504c,Dark-Gray
#9a1923,Dark-Red
#bbdfec,Light-Blue
#952720,Dark-Red
#ffc0c5,Pink
#50280f,Dark-Brown
#ff051f,Red
#1c820f,Green
#ffdd57,Gold
#40364d,Dark-Gray
#ff143f,Red
#8e4917,Brown
#463b5d,Dark-Gray
#ffdab4,Peach
#967181,Gray
#ffff1a,Yellow
#007600,Dark-Green
#9d4d20,Brown
#59220c,Dark-Brown
#e6f6d6,White
#7d6664,Gray
#000084,Dark-Blue
#0d8a01,Green
#8f0580,Purple
#c8fdda,White
#b8e2f3,Light-Blue
#948a76,Gray
#bf9fac,Light-Gray
#d8cfe6,White
#728d73,Gray
#921997,Purple
#ffda3e,Gold
#01122f,Black
#ffff52,Yellow
#ffa500,Orange
#ffe2b4,Peach
#ff631b,Red
#bde5e8,Light-Blue
#000071,Dark-Blue
#ffd715,Gold
#55230e,Dark-Brown
#1d8911,Green
#00007f,Dark-Blue
#ffdeb4,Peach
#96816c,Gray
#46290d,Dark-Brown
#a40429,Dark-Red
#ffafa0,Light-Red
#9b471f,Brown
#ffda37,Gold
#ffa3b7,Light-Red
#ffbbc3,Pink
#ffac98,Light-Red
#ffdab4,Peach
#aec5b0,Light-Gray
#fdfcd0,Cream
#008610,Green
#ffd904,Gold
#ffdb57,Gold
#ffda52,Gold
#800793,Purple
#8e0ebd,Purple
#00007d,Dark-Blue
#ffbfc2,Pink
#840d8c,Purple
#1a8314,Green
#ff5c2a,Red
#ffdcb4,Peach
#ffb4a2,Light-Red
#b7ddfa,Light-Blue
#9e511b,Brown
#954e28,Brown
#944c22,Brown
#fdfbd0,Cream
#b09b96,Light-Gray
#1a8522,Green
#f9f5d0,Cream
#e6ebf2,White
#ff1b2d,Red
#00006c,Dark-Blue
#0000f9,Blue
#ff102f,Red
#ffada7,Light-Red
#b7dafd,Light-Blue
#934e21,Brown
#928064,Gray
#0000f7,Blue
#0000da,Blue
#a0148a,Purple
#ff2b35,Red
#220f02,Black
#007500,Dark-Green
#00007e,Dark-Blue
#e1f5e0,White
#3c3f5e,Dark-Gray
#ffff25,Yellow
#451e0e,Dark-Brown
#ff9d00,Orange
#eed9fa,White
#955122,Brown
#0000e3,Blue
#000079,Dark-Blue
#fbf5d0,Cream
#ff9d00,Orange
#e0f4d6,White
#0000e6,Blue
#9703dd,Purple
#201509,Black
#ffbfc7,Pink
#01181c,Black
#006f00,Dark-Green
#ffa400,Orange
#d9f5e2,White
#ffd722,Gold
#0e8014,Green
#110614,Black
#94ee93,Light-Green
#fbdaf6,White
#0e871c,Green
#95f596,Light-Green
#ffb6c8,Pink
#8e461f,Brown
#797d7e,Gray
#8c0adc,Purple
#0000d5,Blue
#ffda3b,Gold
#938494,Gray
#ffff2b,Yellow
#944e20,Brown
#0000fd,Blue
#007300,Dark-Green
#fafad0,Cream
#ffb5ac,Light-Red
#ffdfb4,Peach
#8904b3,Purple
#0000e9,Blue
#8f4f20,Brown
#ffdbb4,Peach
#ffa4b9,Light-Red
#99071b,Dark-Red
#000085,Dark-Blue
#f8f7d0,Cream
#007000,Dark-Green
#1e0409,Black
#921809,Dark-Red
#ffff03,Yellow
#ffff52,Yellow
#0000fc,Blue
#6c8f6b,Gray
#ff3743,Red
#ffdd61,Gold
#ffa8ac,Light-Red
#fffdd0,Cream
#ff9200,Orange
#3c4640,Dark-Gray
#809491,Gray
#ffb093,Light-Red
#838984,Gray
#3d260e,Dark-Brown
#878394,Gray
#ffbfc4,Pink
#33565f,Dark-Gray
#9ab5bf,Light-Gray
#042422,Black
#fbd9e8,White
#138101,Green
#3a354a,Dark-Gray
#c5acbd,Light-Gray
#ff3033,Red
#2c0811,Black
#ffdfb4,Peach
#262b14,Black
#945119,Brown
#960318,Dark-Red
#ffada6,Light-Red
#ff5111,Red
#ffff3a,Yellow
#ffff2b,Yellow
#210609,Black
#9213a5,Purple
#ff9100,Orange
#ffe5b4,Peach
#8c521b,Brown
#ff6132,Red
#188102,Green
#ff050b,Red
#ff3d2a,Red
#8d241c,Dark-Red
#ffd91a,Gold
#ff2516,Red
#0000fb,Blue
#9bb7b6,Light-Gray
#9302aa,Purple
#97f996,Light-Green
#8402e3,Purple
#ffd92d,Gold
#291113,Black
#0000ff,Blue
#7f8069,Gray
#ff001b,Red
#9e0bc9,Purple
#41200c,Dark-Brown
#41344e,Dark-Gray
#2c211e,Black
#007c00,Dark-Green
#ffbfc2,Pink
#b0ddfc,Light-Blue
#14231f,Black
#ffaa84,Light-Red
#007a00,Dark-Green
#0000f7,Blue
#ff1d0e,Red
#40230f,Dark-Brown
#ffbdc2,Pink
#ffe4b4,Peach
#3f5f5a,Dark-Gray
#860a98,Purple
#c0bdc1,Light-Gray
#041b24,Black
#007500,Dark-Green
#bedbef,Light-Blue
#f9fdd0,Cream
#ff9e00,Orange
#006400,Dark-Green
#c5a0ae,Light-Gray
